MedInc,HouseAge,AveRooms,Latitude,Longitude,MedHouseValue
12.9792,23,8.219827586,37.35,-122.15,5.00001
2.7852,37,3.754098361,32.75,-117.14,1.292
3.1875,33,5.284482759,37.5,-121.04,1.292
2.0591,15,4.84004603,41.74,-122.61,0.557
4.2937,35,6.092178771,33.86,-117.96,1.832
9.2298,25,7.237676056,37.31,-122.05,5.00001
2.3108,28,5.134357006,36.76,-119.71,0.72
4.5382,39,4.972560976,33.92,-118.08,1.657
3.0348,20,5.325475285,38.63,-121.32,1.505
3.1875,44,4.012886598,33.96,-118.2,1.717
3.4299,28,5.030120482,38.62,-121.35,1.64
2.1406,41,3.67027027,33.95,-118.2,1.653
6.0582,39,4.536082474,37.97,-121.2,1.577
5.3765,15,6.50297619,34.74,-120.46,2.231
3.358,26,4.253475936,34.1,-118.35,3.645
4.0804,33,5.666666667,37.92,-122.3,2.39
2.6641,31,5.035714286,33.94,-117.96,1.852
6.1834,25,6.26119403,34.29,-118.7,2.298
1.9387,30,3.655294118,33.79,-118.19,1.417
6.7228,52,7.43324937,37.72,-122.46,4.052
2.4875,27,3.457300275,34.06,-118.03,1.578
4.25,40,4.691747573,33.71,-118.29,3.328
2.0446,9,4.035335689,36.77,-119.85,0.813
1.1479,29,4.023529412,40.87,-124.08,1.011
3.0284,25,4.240802676,32.57,-117.06,1.236
3.625,25,5.329136691,32.8,-117.08,1.845
2.4942,32,4.703412073,33.83,-117.93,1.863
2.9219,28,4.153477218,34.2,-118.44,2.413
3.9518,4,5.472542373,38.33,-122.67,2.203
3.4345,37,4.486486486,33.76,-117.88,2.355
5.6932,30,4.997521685,37.33,-122,3.387
4.5625,12,6.679624665,33.99,-117.44,1.713
5,34,6.474708171,34.35,-119.74,3.294
3.0625,24,4.305084746,33.62,-117.89,0.938
5,42,5.224899598,33.61,-117.89,5.00001
5.5456,35,4.909930716,33.86,-118.36,2.974
1.9286,29,3.896813354,36.97,-122.02,1.953
5.2555,22,4.825198638,34.05,-118.43,5.00001
4.7917,36,5.12462908,37.56,-122.31,3.16
6.7578,20,6.211573237,37.34,-122.06,4.514
4.4236,38,5.781407035,34.1,-118.03,2.336
3.2344,52,5.563953488,37.88,-122.28,2.455
4.4625,32,5.374340949,33.67,-117.91,2.535
4.21,45,5.089171975,34.12,-118.18,1.679
10.3329,22,7.898395722,37.37,-122.11,5.00001
6.4588,35,5.586605081,37.41,-122.14,4.371
4.4583,30,5.784070796,38,-121.82,1.31
3.038,31,3.468438538,36.6,-121.86,1.953
3.4028,14,5.614457831,39.29,-121.06,1.718
1.7038,28,4.598774885,41.73,-124.22,0.783
2.7157,25,3.786549708,33.77,-117.97,3.5
3.0288,40,5.125506073,38.13,-121.73,1.644
3.5568,37,4.928446771,34.26,-118.3,1.845
2.9646,26,4.285163776,33.97,-118.37,1.798
3.12,29,4.1925,34.13,-117.87,1.943
5.5136,19,6.62992126,34.18,-117.3,1.371
3.3469,30,3.280598958,37.58,-122.35,3.45
1.7701,26,2.666082384,33.78,-118.18,1.462
4.3397,24,6.508045977,34.06,-117.46,1.956
2.895,18,4.309589041,33.91,-118.08,1.469
3.9352,44,4.603636364,33.76,-118.13,4.069
4.125,29,5.264264264,34.23,-118.54,2.414
2.3843,29,5.328413284,33.82,-117.91,1.829
10.7058,52,8.433898305,37.79,-122.49,5.00001
7.5412,16,7.033333333,38.14,-122.54,3.921
1.7763,52,3.052631579,34.06,-118.25,3.125
7.7932,29,6.573170732,37.45,-122.23,4.699
4.3203,37,5.565826331,33.82,-118.11,2.328
9.2858,6,8.095533499,32.9,-117.04,4.361
3.6287,4,3.900622605,32.86,-117.22,2.808
1.6806,46,3.94893617,32.67,-117.11,0.925
2.3594,23,5.301818182,32.81,-115.37,0.743
3.6339,28,5.592074592,33.87,-118.07,2.201
4.8508,28,5.332576617,33.8,-118.27,2.159
8.0095,52,6.25257732,34.06,-118.39,5.00001
3.6219,29,4.69823435,34.11,-117.65,1.766
3.9091,34,5.909638554,34.01,-118.06,1.551
2.3382,11,5.568548387,33.96,-116.48,0.894
5.4563,10,6.535802469,33.34,-117.21,3.257
2.9559,36,4.652427184,38.61,-121.39,1.366
10.9508,52,6.961389961,37.46,-122.15,5.00001
2.2357,30,5.152406417,40.5,-124.1,0.723
2.2554,39,4.134185304,34.04,-118.32,1.65
2.1728,22,5.616099071,39.41,-121.71,0.594
4.4659,40,5.848039216,36.97,-122.04,2.375
4.625,19,6.155709343,33.01,-117.05,2.111
3.7614,37,3.941176471,34,-118.43,3.143
3.3066,36,5.443636364,34.11,-117.38,0.963
4.6327,34,5.552816901,33.93,-117.44,1.16
2.3182,38,3.365432099,34.21,-118.38,1.712
6.6329,25,6.563380282,37.36,-122.01,3.49
2.4688,25,4.838815789,38,-121.24,1.268
3.3095,36,5.47311828,33.89,-118.25,1.055
3.5313,20,5.852601156,36.32,-119.33,0.828
2.6729,22,4.037433155,34.15,-118.27,2.171
2.7483,28,4.106508876,34.09,-118.14,2.188
3.6083,15,4.050675676,32.86,-117.23,1.801
6.4599,15,7.8125,38.07,-122.17,2.197
2.2653,40,3.547396529,34.07,-118.31,4.45
3.9444,18,5.422087746,37.54,-121.99,2.401
4.7279,30,6.255376344,37.24,-121.91,2.72
3.5492,25,4.946043165,32.73,-117.04,1.254
3.9625,26,4.01878453,37.34,-121.99,2.629
4.8017,39,5.669950739,34.1,-118.04,2.738
3.694,36,4.831360947,37.6,-122.02,1.596
3.4934,25,4.791549296,37.7,-122.08,2.099
5.0175,36,5.610714286,37.34,-121.94,2.461
5.1054,31,5.622844828,37.67,-122.48,2.945
3.07,39,4.28,33.85,-118.17,1.73
8.4699,25,7.627684964,38.58,-121.36,3.44
4.2569,52,4.898128898,37.76,-122.43,4.554
6.287,34,6.268096515,33.75,-118.31,3.964
5.6345,35,5.47008547,34.22,-118.58,2.282
2.3804,37,6.238970588,34.64,-120.46,1.48
2.2462,52,5.692634561,41.32,-122.09,0.629
6.3669,47,6.52027027,37.91,-122.27,3.155
3.3958,25,4.00070922,37.3,-121.95,2.675
10.8289,9,6.825027685,33.63,-117.87,5.00001
1.125,18,4.549112426,38.94,-122.63,0.818
9.8708,24,8.377464789,37.83,-122.03,5.00001
3.9934,41,5.004830918,33.75,-118.12,5.00001
5.0528,26,6.064516129,38.13,-121.3,1.537
6.9408,52,5.3125,34.16,-118.24,2.988
2.6125,26,5.213151927,34.53,-117.31,0.799
5.5248,15,5.55907781,37.3,-121.81,2.356
1.55,17,5.425149701,37.56,-120.93,1.661
8.176,18,6.68,34.26,-118.53,3.084
1.1301,14,4.278409091,37.06,-120.84,0.785
3.0167,39,4.087234043,33.93,-118.22,1.3
2.5186,52,3.008310249,37.77,-122.42,2.5
4.2865,38,5.757255937,34.19,-118.51,2.211
3.4583,43,5.599264706,37.7,-122.13,1.837
5.5289,43,5.711340206,32.74,-117.24,2.977
2.2245,29,4.965882353,38.51,-121.45,0.759
2.6635,18,3.153846154,33.75,-117.87,1.625
5.4248,15,5.292775665,33.7,-117.77,1.872
3.7727,24,10.9535865,33.75,-116.43,5.00001
4.2464,16,6.007366483,38.7,-121.25,1.444
2.1705,23,5.133333333,39.5,-122.19,0.53
3.2019,27,4.931477516,37.02,-121.58,2.036
6.8132,4,6.359838275,37.68,-121.85,2.825
5.296,30,4.782758621,34.11,-118.29,5.00001
5.1668,28,5.701252236,34.3,-118.41,1.874
2.811,15,6.485013624,35.56,-120.29,1.421
2.9438,18,4.979231975,35.33,-119.05,0.872
2.2788,46,4.49005425,34.1,-118.23,1.529
6.9961,5,7.294360385,37.97,-122.09,2.941
3.5707,29,5.503797468,34.21,-118.22,3.417
3.0288,37,4.275720165,33.83,-117.91,1.614
3.425,38,4.031719533,33.74,-117.86,1.656
2.4281,18,5.649606299,36.29,-119.15,0.725
3.1921,27,3.957627119,32.74,-117.16,2.615
2.1378,39,3.761783439,33.77,-118.17,1.804
3.375,15,5.342657343,38.78,-122.59,1.031
4.5625,36,5.390344828,34.16,-118.05,3.768
3.5125,44,4.602605863,33.94,-118.2,1.693
4.8194,18,6.423340961,37.99,-121.81,1.704
3.7562,17,5.728215768,38.64,-121.34,1.397
3.4632,6,5.488421053,37.69,-121.03,1.377
3.2636,22,4.625,33.78,-117.98,1.802
3.7143,35,5.205882353,34.24,-118.43,1.787
4.2031,29,4.84423676,34.15,-118.39,3.944
3.4412,39,4.173405211,37.59,-122.37,3.538
2.78,22,4.243542435,33.75,-117.96,1.963
5.2362,49,6.212443096,38.55,-121.5,2.368
1.9688,40,3.896797153,34.04,-118.19,1.5
5.2444,33,6.753363229,38.31,-122.26,2.811
8.2064,36,7.156950673,33.79,-118.37,5.00001
3.2426,50,3.856774194,34.08,-118.33,4.429
4.5179,17,5.772727273,37.44,-121.97,1.125
8.1125,16,7.399166667,34.28,-118.55,4.286
3.6895,14,5.316441441,37.12,-121.65,2.393
4.3438,39,4.150684932,33.98,-118.37,3.318
8.2037,7,6.008356546,33.9,-118.39,5.00001
4.0855,52,5.297239915,37.58,-122.35,4.108
4.4042,9,5.416452442,34.02,-117.65,1.591
2.7128,26,5.492392808,35.13,-120.62,2.099
4.6806,36,6.716012085,34.03,-117.19,1.524
2.9491,49,4.939716312,34.16,-118.28,2.574
2.81,43,4.272340426,32.66,-117.08,1.034
4.6328,30,5.064766839,37.35,-121.97,2.871
1.8542,22,4.789115646,37.26,-121.96,3.333
4.6667,43,4.741176471,34.27,-119.28,3.846
3.1281,19,5.428,35.36,-118.94,0.762
2.5521,38,2.859848485,34.08,-118.27,1.575
3.3724,16,5.740671642,35.94,-121,1.146
1.1019,13,4.456632653,39.74,-121.86,1.202
3.2708,35,3.542391304,33.95,-118.38,4
4.5,34,7.366013072,37.93,-122.3,3.04
1.3451,30,4.66442953,35.38,-118.99,0.575
5.8382,30,7.425714286,37.72,-122.1,3.302
3.9837,31,5.018651363,33.87,-118.09,2.46
4.3586,8,5.744265081,38.27,-122.07,1.734
4.2619,17,4.59351145,33.88,-118.07,1.397
6.907,16,6.644539615,34.3,-118.96,5.00001
3.0398,36,3.597609562,33.98,-118.18,1.654
5.8758,16,5.122696156,34.05,-118.41,5.00001
8.5403,23,7.851528384,33.77,-117.79,4.513
1.4375,36,4.417322835,34.09,-118.33,1.65
4.0326,34,5.222580645,37.63,-122.08,1.647
1.3222,31,3.842880524,35.41,-119.02,0.514
4.3056,44,6.134020619,33.82,-118.13,2.286
1.8238,14,4.606635071,38.95,-121.11,1.586
4.7361,7,7.464968153,34.49,-117.27,1.745
5.0267,5,6.086896552,35.24,-120.52,2.533
3.1908,15,5.665768194,40.26,-122.2,1.379
10.6186,17,7.92147806,33.01,-117.05,4.293
5.3423,16,4.336088154,33.66,-117.83,2.917
5.4819,12,5.759345794,33.17,-117.1,1.838
6.1953,14,6.684418146,38.31,-122.33,2.589
6.3052,31,5.29209622,37.34,-122.01,3.442
3.7316,13,5.508701473,36.85,-121.38,1.924
1.9125,35,2.926829268,35.37,-119.01,0.475
3.267,23,3.860557769,33.92,-118.33,1.854
3.0515,21,5.32845027,37.31,-120.44,0.952
4.9808,42,5.424778761,33.93,-118.15,2.123
4.875,1,5.533333333,35.08,-117.95,1.417
3.087,46,4.396588486,34.21,-119.18,2.139
1.3462,33,4.563559322,38.63,-121.44,0.559
5.0754,44,5.196280992,34.15,-118.4,3.745
7.7464,28,7.282051282,34.29,-118.52,4.746
5.7578,20,6.630366492,36.58,-121.86,3.477
3.1641,18,5.477203647,37.55,-120.8,0.963
2.6181,9,5.077477477,32.75,-117.15,2.042
3.6583,37,4.382352941,34,-118.16,1.505
5.5357,17,7.95184136,36.82,-119.84,1.677
1.9926,37,4.143478261,34.08,-117.31,0.815
4.9335,13,6.719399538,33.23,-117.11,2.981
5.0156,52,5.752532562,37.78,-122.45,5.00001
5.1461,25,5.730820996,37.26,-121.91,2.672
3.6486,29,4.298245614,33.89,-118.35,2.29
3.25,46,4.972413793,37.73,-122.17,1.775
3.6335,8,5.059440559,38.26,-122.02,1.316
3.3333,11,6.410396717,33.67,-116.31,0.918
7.7068,35,7.126984127,37.35,-122.08,5.00001
1.175,52,4.958158996,36.76,-119.79,0.561
2.6908,24,5.85520362,37.37,-120.88,1.031
7.875,30,7.550925926,33.89,-117.91,3.519
4.1321,32,4.975113122,33.77,-117.96,2.228
4.5795,28,6.025390625,37.31,-121.88,2.628
2.5865,14,6.693363844,38.6,-120.76,1.338
3.5703,43,4.721875,37.97,-121.33,0.874
2.6328,31,4.468978102,37.95,-122.35,1.103
4.0474,34,5.508403361,34.16,-118.43,3.797
4.5817,30,4.146135266,33.82,-118.39,5.00001
4.3214,41,5.84,34.09,-118.39,5.00001
3.925,18,4.900178253,37.28,-121.84,1.661
5.6637,20,5.686396677,33.65,-117.94,2.221
3.1739,52,3.985276074,33.78,-118.16,2.229
2.0278,33,5.45814978,37.13,-120.26,0.588
5.1509,42,5.911575563,34.11,-118.05,4.265
2.7917,43,4.765873016,33.94,-118.28,1.056
1.6505,50,3.838765009,34.01,-118.29,1.25
5.4896,5,7.061051005,38.75,-121.24,2.296
2.0288,20,4.567204301,37.25,-121.81,3.5
2.1542,17,7.045045045,41.01,-123.52,0.838
3.2353,16,4.402821317,33.66,-118,2.529
4.9,36,4.479338843,37.88,-122.18,3.542
3.2417,28,4.698717949,37.67,-122.07,2.108
4.5625,16,5.972685888,32.97,-117.03,2.312
5.2032,10,6.27706422,38.69,-120.95,2.171
4.2614,36,5.506203474,33.87,-118.33,2.671
3.9079,52,4.817351598,37.76,-122.44,3.7
3.9732,35,6.082857143,32.8,-117.13,1.749
3.5851,7,5.414443989,33.94,-117.23,1.42
4.1635,42,3.722222222,33.95,-118.36,1.639
3.369,19,4.205278592,33.88,-118.01,2.696
3.8203,43,5.895765472,34.2,-118.16,1.76
4.1455,37,4.511933174,34.06,-118.4,5.00001
4.2463,4,4.64507772,33.65,-117.59,1.828
1.1638,35,4.55801105,35.37,-118.98,0.579
1.5827,35,5.273838631,39.16,-121.56,0.63
1.4089,22,4.167820069,32.7,-117.09,0.942
4.9167,33,6.454545455,38.25,-122.24,1.875
2.5804,16,3.725786164,37.31,-121.91,2.163
5.4607,28,6.122913505,37.99,-122,1.923
3.5938,40,4.201438849,36.96,-122.03,2.435
4.0313,45,4.426470588,34.19,-118.35,2.091
3.9508,6,5.873188406,33.82,-116.46,1.042
5.9629,17,6.867132867,38.58,-121.81,2.86
4.1719,5,4.702531646,38.02,-121.36,2.061
4.3472,52,5.256,37.81,-122.42,5.00001
5.6558,38,6.154471545,37.89,-122.07,2.633
1.8061,5,3.002762431,36.83,-119.71,1.134
3.7396,13,12.7747093,33.8,-116.49,1.489
2.587,33,5.549333333,34.07,-117.66,1.381
3.6196,38,4.96460177,33.99,-118.08,1.707
2.3147,38,3.221322537,34.28,-119.29,1.925
2.375,10,4.064456722,34.95,-120.45,0.985
1.722,14,3.432791728,38.46,-122.73,1.5
1.2,35,3.987730061,33.93,-118.3,0.992
3.7816,21,4.471955533,34.26,-118.52,2.542
4.3214,35,5.655844156,34.41,-119.72,3.418
2.0819,10,3.910583942,34.65,-120.46,1.033
4.9271,21,5.111711712,33.99,-117.87,2.097
2.1781,10,5.199257426,34.5,-117.2,0.922
2.3636,39,3.99339934,34.06,-117.63,0.883
3.2566,36,4.926421405,34.09,-117.72,1.518
3.6806,35,6.701657459,32.81,-117.16,1.724
3.6214,28,2.849056604,33.84,-117.94,1.821
2.694,28,4.352517986,32.76,-117.14,1.641
1.8692,15,4.775362319,38.96,-122.83,0.938
3.5781,44,5.262962963,37.71,-122.13,1.8
1.4911,18,6.215859031,40.75,-122.31,0.758
1.8819,16,6.686493185,35.58,-118.45,0.697
3.125,43,4.700650759,32.77,-117.12,1.922
3.9929,19,5.968660969,35.14,-119.47,0.883
5.7039,19,5.674285714,33.85,-118.1,2.776
4.7679,36,5.092682927,34.04,-117.95,1.539
2.8625,21,4.958695652,33.82,-117.99,1.896
2.6818,37,3.56561086,33.98,-118.21,1.646
2.4348,31,2.678057554,34.07,-118.3,2.306
6.7528,30,6.890374332,33.89,-117.94,4.596
2.5663,26,4.036161335,36.61,-121.84,1.289
2.5763,28,3.430645161,34.06,-118.06,1.739
4.6161,30,5.950920245,33.75,-117.82,2.365
3.0217,9,5.006324111,37.69,-121.04,1.609
3.9196,25,7.214477212,39.18,-120.87,1.427
4.2153,18,6.114537445,36.83,-119.78,0.952
6.4114,15,7.527559055,33.6,-117.65,2.787
5.4592,27,6.800884956,35.39,-118.94,1.391
6.0389,5,8.75,37.7,-121.44,2.151
4.0313,19,4.444444444,33.75,-117.92,1.475
1.684,22,4.80125523,36.28,-119.2,0.659
4.9375,19,4.617647059,33.87,-118.36,2.93
5.1896,14,6.170984456,36.31,-119.29,1.019
5.3468,42,6.364321608,37.16,-121.98,2.799
3.4559,47,6.148550725,38.69,-121.77,1.231
3.8424,21,5.851282051,36.75,-121.76,1.557
2.1149,43,5.36407767,37.32,-121.89,1.849
1.6483,39,4.390781563,40.18,-122.24,0.608
1.8036,42,5.459893048,33.78,-118.19,1.75
3.0917,48,4.939102564,33.97,-118.31,1.361
4.0417,14,3.695590327,33.65,-117.91,1.809
5.411,5,5.137037037,34,-117.66,2.011
3.375,35,4.967479675,34.01,-117.92,1.272
6.1995,36,6.309756098,37.38,-122.09,4.072
11.8603,39,7.911111111,37.82,-122.22,5.00001
2.5833,38,5.030120482,38.04,-121.97,0.835
4.3321,19,6.525773196,36.98,-121.83,2.986
2.3077,40,3.103151862,34.2,-119.17,1.069
5.3508,25,5.394936709,37.31,-122.03,4.091
3.5588,50,5.177458034,37.78,-122.48,3.464
5,43,5.313131313,33.86,-118.14,2.089
3.2369,17,4.46567718,32.95,-117.05,1.678
3.0503,25,4.041284404,33.77,-118.17,2.25
2.8611,17,5.832653061,40.42,-122.25,0.987
3.5156,21,4.864864865,38.8,-123.01,1.333
4.725,23,6.442260442,33.7,-117.96,2.896
2.5263,52,5.81981982,36.62,-121.92,2.864
1.0667,31,12.80851064,41.5,-121.76,0.342
4.9583,28,6.759450172,38.36,-122.01,1.462
5.4288,6,6.50625,32.83,-116.83,1.678
2.2279,37,6.181818182,37.65,-120.95,2.25
2.517,23,5.101604278,37.99,-120.3,1.535
3.0139,11,5.347712418,33.15,-117.2,1.99
5,15,6.557312253,34.45,-119.27,3.579
1.3157,43,1.911826452,34.1,-118.33,3.333
4.2941,10,5.805633803,34.7,-118.4,1.516
4.537,39,5.711811024,37.3,-121.9,3.459
7.0875,41,6.593457944,37.79,-122.18,2.407
2.5208,52,3.908163265,37.4,-122.08,3.167
3.1078,33,5.327073552,34.95,-120.42,1.467
3.1304,44,4.181208054,34.15,-117.99,1.856
1.7427,32,4.757575758,40.69,-122.36,0.606
7.1322,35,7.718346253,34.17,-118.56,5.00001
2.7907,29,5.097259063,38.02,-121.94,1.139
2.5488,42,4.775811209,37.96,-121.33,0.803
4.2,35,4.372093023,33.91,-118.32,1.813
3.2794,16,5.405405405,32.86,-117.21,1.486
1.9125,44,4.969230769,33.98,-118.29,0.972
10.3591,33,7.636942675,37.35,-122.08,5.00001
2.2409,29,3.918918919,32.76,-117.11,1.142
5.6094,24,6.290140845,33.85,-118.04,2.792
2.4375,52,5.019607843,36.76,-119.81,0.571
2.0284,34,4.942857143,32.77,-117.06,1.618
3.45,52,5.573913043,38.23,-122.65,2.006
4.425,35,5.563176895,37.08,-122.08,2.048
4.6182,42,5.8583878,36.59,-121.9,3.01
2.4798,36,5.812080537,37.79,-121.2,1.015
2.9605,12,4.915341441,38.55,-121.78,2.043
5.5446,28,6.092057762,33.78,-118.02,2.289
4,48,5.448504983,34.01,-118.46,5.00001
1.8008,48,3.863636364,32.7,-117.14,0.865
2.0548,52,2.976470588,37.77,-122.42,1.625
3.0962,36,4.746421268,39.15,-121.62,0.74
4.8304,38,5.216648879,34.05,-118.42,5.00001
3.2197,17,6.537815126,32.8,-117.11,0.675
2.0221,25,4.72859745,40.45,-122.31,0.604
7.1273,21,5.856132075,37.36,-122.01,3.463
2.0643,37,3.751121076,34.42,-119.67,2.467
3.0096,32,4.63507109,34.15,-118.1,1.99
4.825,29,6.577464789,38.33,-122.37,1.951
4.801,26,3.981234867,34.06,-118.47,5.00001
2.6458,26,5.416666667,37.82,-121.27,1.275
6.2817,25,6.65625,38.6,-121.33,2.882
6.0653,18,6.556732224,35.63,-117.68,1.053
4.8603,16,6.79015544,38.24,-122.6,1.984
2.5893,29,5.672077922,36.8,-119.76,0.709
4.375,47,5.76146789,37.77,-122.16,1.619
1.9485,27,3.08042328,33.97,-118.19,1.463
3.7321,36,5.23580786,38.01,-122.64,2.667
2.7391,44,4.406896552,37.94,-122.34,1.403
3.8194,5,5.94015748,34.54,-117.18,0.985
7.5552,39,5.811965812,33.9,-118.41,5.00001
4.445,52,5.534591195,37.77,-122.43,4
3.3125,38,4.531746032,33.73,-117.86,1.591
4.5125,35,5.363344051,34.21,-118.5,2.003
3.3081,14,5.365195028,32.83,-116.95,1.687
3.2865,52,4.883959044,36.62,-121.91,2.401
4.3702,7,7.409893993,39.24,-121.21,2.261
3.5288,11,5.016260163,38.78,-121.24,1.411
3.2314,31,4.622222222,34.17,-119.19,1.868
2.2604,17,6.016,38.35,-120.57,0.848
6.1323,32,6.28951049,37.59,-122.39,5.00001
5.8632,52,6.956228956,34.07,-118.34,4.5
3.4868,36,5.227665706,33.9,-118.13,2.084
2.3974,48,3.201145311,34.11,-118.32,4.107
4.8854,30,5.280632411,34.04,-117.93,1.781
5.4324,17,5.975830816,37.69,-121.8,2.155
3.066,17,5.346303502,39.71,-121.71,1.026
3.6976,25,3.530612245,34.04,-118.46,3.6
3.0774,52,4.997983871,37.76,-122.41,3
8.0287,11,8.007211538,33.92,-117.85,3.718
4.58,33,6.009861933,34.27,-118.49,2.362
7.5752,52,3.142857143,34.02,-118.21,0.675
1.7348,43,3.980237154,37.82,-122.27,1.375
2.125,18,4.5,39.23,-123.18,1.75
5.1017,13,7.082857143,37.91,-121.6,2.414
2.8906,33,4.340828402,33.89,-118.13,2.049
7.3141,15,6.937293729,33.71,-117.77,3.371
4.9005,7,6.637053088,33.12,-117.14,2.64
6.9051,5,8.527293844,37.9,-121.6,3.409
3.0441,17,5.292328042,34.65,-118.21,1.401
3.5536,35,6.098360656,34.08,-117.92,2.07
5.5675,36,5.376623377,34.21,-118.5,2.159
4.2875,36,4.297520661,34.21,-118.37,1.766
2.7181,23,4.8675,38.63,-121.33,1.568
3.875,11,9.375464684,33.04,-116.61,1.981
6.4001,16,6.131661442,34.14,-118.83,3.218
1.3371,29,7.705128205,34.2,-116.06,0.669
2.4805,11,6.594989562,41.75,-124.23,0.732
4.1708,33,4.664179104,33.89,-118.14,1.75
5.75,25,21.3974359,39.15,-120.15,1.766
8.5888,35,8.056122449,37.35,-122.07,5.00001
3.7917,35,5,33.91,-118.12,1.839
5.457,28,5.530334728,37.85,-122.22,3.373
4.7283,11,5.421348315,38.44,-122.76,1.702
3.1625,28,4.319047619,34.38,-119.67,3.643
5.345,32,5.135416667,34.38,-119.74,3.226
3.4838,30,7.206060606,37.8,-120.2,1.125
2.6016,14,4.698973306,38.68,-121.28,1.212
4.6932,4,5.26013772,37.76,-121.94,3.561
5.0278,14,6.230088496,32.99,-116.89,2.109
9.8091,4,6.760869565,33.75,-118.41,5.00001
7.6107,14,6.775132275,37.26,-122.01,5.00001
5.6732,43,5.907090465,33.96,-118.4,3.307
5.0206,8,6.5,34.95,-120.4,2.61
3.5775,33,5.767857143,37.68,-121.01,1.097
4.1573,19,6.162629758,34.63,-118.18,2.281
3.89,7,4.689458689,38.34,-121.96,1.403
2.125,47,4.528052805,37.79,-122.24,0.955
4.3214,18,5.645645646,34.15,-118.42,3.723
2.5391,12,7.911764706,34.91,-115.53,0.4
2.9554,32,6.012195122,36.5,-119.48,1.103
2.9414,20,4.677647059,33.77,-117.97,1.622
6.0876,40,5.504201681,34.14,-118.38,4.838
4.2917,44,4.970930233,33.83,-118.13,3.147
1.7143,16,4.851239669,37.76,-120.87,1.133
1.2639,16,7.424242424,33.19,-116,0.513
4.1951,32,5.169977925,33.77,-117.89,1.95
4.1974,44,5.354114713,37.68,-122.13,1.793
2.5568,44,4.57037037,37.75,-122.16,1.111
4.2411,41,4.637450199,34.03,-118.44,3.509
4.1818,22,4.426056338,33.93,-118.41,3.397
7.5337,29,6.23381295,37.36,-122.05,4.068
2.7137,7,4.70030581,34.27,-118.77,1.964
4.45,10,5.834752981,38.41,-121.38,1.387
2.7344,18,7.085158151,38.42,-120.42,0.919
3.175,18,5.627296588,38.4,-120.66,1.185
6.1684,13,6.256544503,37.15,-121.64,2.881
6.019,42,5.702453988,33.97,-118.38,2.945
2.9808,38,5.670588235,36.79,-120.08,0.896
1.7188,26,4.936464088,36.98,-120.65,0.495
4.0844,12,5.073298429,38.34,-122.69,1.654
5.0519,38,5.524916944,37.71,-122.08,2.27
3.1287,29,5.383399209,34.1,-117.41,1.02
6.3974,29,5.993453355,33.85,-118.37,4.1
4.0153,25,4.276595745,34.05,-118.39,4.6
2.7148,42,4.222052067,34.17,-118.14,1.668
1.4668,40,5.010752688,40.79,-124.18,0.646
1.4063,42,3.771428571,37.49,-120.85,0.615
2.1875,19,4.197309417,33.21,-117.24,1.217
2.8438,33,5.466307278,34.05,-117.97,1.576
9.5551,29,5.626865672,37.96,-122.64,5.00001
5.8899,16,6.787586207,37.99,-122.27,2.432
2.5035,10,4.871227364,38.58,-121.31,1.125
2.6716,34,3.958847737,34.08,-118.13,2.271
6.6134,4,6.560728745,37.93,-121.97,3.07
3.7262,52,5.631578947,37.78,-122.19,1.669
4.3512,24,4.976100629,33.76,-117.95,1.914
3.475,11,5.549222798,33.03,-116.9,1.672
2.6167,42,4.061007958,37.99,-122.34,0.851
3.6625,22,5.747474747,39.75,-121.87,1.266
4.2344,52,4.165644172,34.12,-118.19,1.625
3.0833,27,4.714285714,32.76,-117.08,1.554
3.9784,18,4.718954248,34.07,-117.78,1.135
2.7019,33,4.031509121,37.67,-122.09,1.54
5.2447,10,6.755936675,38.39,-121.36,1.481
3.625,29,4.213517665,33.72,-118.16,5
2.1949,22,5.19379845,32.65,-116.45,1.271
4.7393,23,4.960328317,33.84,-118.29,2.379
2.8512,25,3.431693989,33.91,-118.35,2.728
7.0674,46,5.761061947,34.06,-118.46,5.00001
3.8633,27,4.26007326,33.84,-118.28,1.879
1.6382,36,4.02739726,34,-118.25,1.05
3.4471,26,5.599520384,38,-122.28,1.789
2.3125,7,5.348684211,36.85,-121.42,1.708
5.503,16,6.904876099,37,-121.86,3.518
4.6406,19,6.107368421,33.74,-116.94,1.189
2.5812,36,2.97008547,34.09,-118.36,2
3.4032,31,4.147761194,34.09,-117.97,1.434
2.5417,30,5.086021505,38.01,-120.37,1.232
4.9044,24,4.881889764,33.72,-118.07,4.85
3.4605,49,4.044155844,37.72,-122.44,2.65
4.9904,15,6.90778098,36.85,-119.64,1.573
4.625,21,6.589164786,32.78,-117.08,2.228
1.9286,26,4.212643678,34.29,-119.3,1.605
4.3269,35,6.648809524,33.82,-117.95,2.247
2.3667,20,4.964332893,40.78,-122.93,0.912
0.9614,28,5.3,37.9,-121.28,0.557
4.2045,30,5.612716763,36.96,-122.05,2.265
7.7499,11,7.949675325,38.73,-121.2,3.348
5.2692,4,5.756238004,34.02,-117.58,1.748
3.5867,32,5.087662338,34.17,-119.17,1.821
1.7386,38,4.129032258,37.94,-121.27,0.52
10.156,26,7.866995074,33.02,-117.21,5.00001
3.3906,27,5.074324324,34.06,-118.14,2.372
5.4829,15,6.075165807,34.43,-118.49,1.996
3.4398,35,5.505119454,34.08,-117.74,1.343
3.6484,31,4.681388013,34.09,-117.87,1.896
